Model,DPO4034,x
Firmware Version,2.1,x
,,x
Point Format,Y,x
Horizontal Units,S,x
Horizontal Scale,0.0002,x
Sample Interval,2.00E-07,x
Record Length,10000,x
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,2
Label,,
TIME,CH1,CH2
-5.00E-06,-0.223125,0.005
-4.80E-06,-0.22875,0.0015625
-4.60E-06,-0.232188,0.0009375
-4.40E-06,-0.23,-0.004375
-4.20E-06,-0.238438,-0.0121875
-4.00E-06,-0.239063,-0.0021875
-3.80E-06,-0.23,-0.0090625
-3.60E-06,-0.233437,-0.0015625
-3.40E-06,-0.225625,0.00125
-3.20E-06,-0.2325,-0.006875
-3.00E-06,-0.236563,-0.005
-2.80E-06,-0.231562,-0.0040625
-2.60E-06,-0.229375,-0.0053125
-2.40E-06,-0.230938,-0.013125
-2.20E-06,-0.225625,-0.0034375
-2.00E-06,-0.225938,-0.0075
-1.80E-06,-0.225625,0.0059375
-1.60E-06,-0.232188,-0.0059375
-1.40E-06,-0.222813,-0.0184375
-1.20E-06,-0.220625,0.0025
-1.00E-06,-0.227813,-0.0028125
-8.00E-07,-0.224687,-0.0009375
-6.00E-07,-0.216875,-0.003125
-4.00E-07,-0.238438,-0.0134375
-2.00E-07,0.269062,0
1.40E-17,1.19312,-0.0053125
2.00E-07,2.02875,0.02125
4.00E-07,2.76094,-0.044375
6.00E-07,3.3425,0.0425
8.00E-07,3.76031,-0.0075
1.00E-06,4.08375,-0.013125
1.20E-06,4.26781,-0.0125
1.40E-06,4.41,0.0015625
1.60E-06,4.50812,-0.0084375
1.80E-06,4.56656,0.0040625
2.00E-06,4.60719,-0.013125
2.20E-06,4.62562,0.0009375
2.40E-06,4.63719,-0.0015625
2.60E-06,4.65937,-0.005625
2.80E-06,4.6625,0.00125
3.00E-06,4.66031,-0.0125
3.20E-06,4.66969,0.0009375
3.40E-06,4.67969,-0.015625
3.60E-06,4.67469,0.0365625
3.80E-06,4.66906,0.0025
4.00E-06,4.6725,-0.0203125
4.20E-06,4.67875,0.0040625
4.40E-06,4.68438,-0.0128125
4.60E-06,4.67094,-0.01
4.80E-06,4.68781,0.000625
5.00E-06,4.67812,-0.0121875
5.20E-06,4.69469,-0.01375
5.40E-06,4.68688,-0.015625
5.60E-06,4.70125,-0.0075
5.80E-06,4.69813,-0.0146875
6.00E-06,4.68375,-0.0109375
6.20E-06,4.68938,-0.008125
6.40E-06,4.69781,-0.0034375
6.60E-06,4.69969,0
6.80E-06,4.70906,-0.0128125
7.00E-06,4.69656,-0.02
7.20E-06,4.68719,0.0009375
7.40E-06,4.70344,-0.0065625
7.60E-06,4.70719,-0.0109375
7.80E-06,4.70375,-0.0115625
8.00E-06,4.70344,-0.0075
8.20E-06,4.69437,-0.01
8.40E-06,4.68688,-0.01375
8.60E-06,4.69156,-0.0009375
8.80E-06,4.70219,-0.0090625
9.00E-06,4.70156,-0.009375
9.20E-06,4.70438,-0.0090625
9.40E-06,4.71094,-0.021875
9.60E-06,4.70875,-0.0090625
9.80E-06,4.70031,0.009375
1.00E-05,4.70219,-0.066875
1.02E-05,4.69313,0.02125
1.04E-05,4.7075,0.00875
1.06E-05,4.70781,-0.018125
1.08E-05,4.71312,-0.0134375
1.10E-05,4.70344,-0.0146875
1.12E-05,4.71,-0.018125
1.14E-05,4.69156,-0.0125
1.16E-05,4.70969,-0.0115625
1.18E-05,4.7025,-0.008125
1.20E-05,4.71281,-0.01
1.22E-05,4.71687,-0.00875
1.24E-05,4.69875,-0.0271875
1.26E-05,4.70969,-0.0121875
1.28E-05,4.72344,-0.003125
1.30E-05,4.70969,-0.0090625
1.32E-05,4.71656,0.0740625
1.34E-05,4.705,-0.129375
1.36E-05,4.715,0.0159375
1.38E-05,4.71438,-0.01375
1.40E-05,4.70719,-0.0234375
1.42E-05,4.70531,-0.015625
1.44E-05,4.70688,-0.0175
1.46E-05,4.70344,-0.0196875
1.48E-05,4.70406,-0.021875
1.50E-05,4.7025,-0.0225
1.52E-05,4.70063,-0.01875
1.54E-05,4.71125,-0.0209375
1.56E-05,4.69906,-0.0165625
1.58E-05,4.70688,-0.0215625
1.60E-05,4.7125,-0.0115625
1.62E-05,4.70656,-0.0221875
1.64E-05,4.71813,-0.016875
1.66E-05,4.71094,-0.0246875
1.68E-05,4.69906,-0.01625
1.70E-05,4.68906,-0.010625
1.72E-05,4.70688,-0.00875
1.74E-05,4.71375,-0.0146875
1.76E-05,4.70438,-0.0159375
1.78E-05,4.70187,-0.0065625
1.80E-05,4.69906,-0.0053125
1.82E-05,4.71031,-0.02
1.84E-05,4.69469,-0.01
1.86E-05,4.70906,-0.0146875
1.88E-05,4.69719,-0.015625
1.90E-05,4.69813,-0.006875
1.92E-05,4.70844,-0.0253125
1.94E-05,4.70187,-0.01375
1.96E-05,4.71,-0.0153125
1.98E-05,4.69813,-0.0478125
2.00E-05,4.70562,0.02625
2.02E-05,4.70312,-0.0134375
2.04E-05,4.70219,-0.01625
2.06E-05,4.71375,-0.0128125
2.08E-05,4.71,-0.00875
2.10E-05,4.7025,-0.0190625
2.12E-05,4.70469,-0.0103125
2.14E-05,4.71281,-0.011875
2.16E-05,4.70812,-0.008125
2.18E-05,4.71969,-0.0215625
2.20E-05,4.70625,-0.020625
2.22E-05,4.7025,-0.0140625
2.24E-05,4.69719,-0.0125
2.26E-05,4.69906,-0.0084375
2.28E-05,4.715,0.06375
2.30E-05,4.6875,-0.106875
2.32E-05,4.70594,0.0440625
2.34E-05,4.71438,-0.035625
2.36E-05,4.70406,-0.004375
2.38E-05,4.70719,-0.0184375
2.40E-05,4.70031,-0.014375
2.42E-05,4.70562,-0.0096875
2.44E-05,4.71719,-0.0121875
2.46E-05,4.70656,-0.0090625
2.48E-05,4.7025,-0.0078125
2.50E-05,4.70844,-0.0103125
2.52E-05,4.70688,-0.0159375
2.54E-05,4.69813,-0.0246875
2.56E-05,4.69937,-0.028125
2.58E-05,4.70375,-0.0121875
2.60E-05,4.7,-0.02875
2.62E-05,4.70312,-0.01125
2.64E-05,4.69844,-0.011875
2.66E-05,4.69969,-0.0103125
2.68E-05,4.7,-0.015625
2.70E-05,4.70469,-0.0215625
2.72E-05,4.70281,-0.0203125
2.74E-05,4.70594,-0.0178125
2.76E-05,4.70219,-0.02125
2.78E-05,4.70219,-0.0165625
2.80E-05,4.71719,-0.025625
2.82E-05,4.69688,-0.0271875
2.84E-05,4.71563,-0.0221875
2.86E-05,4.70531,-0.02625
2.88E-05,4.70531,-0.0340625
2.90E-05,4.71031,-0.03125
2.92E-05,4.6975,-0.0015625
2.94E-05,4.70812,-0.075
2.96E-05,4.69844,0.028125
2.98E-05,4.70312,-0.0034375
3.00E-05,4.70906,-0.0240625
3.02E-05,4.69937,-0.0271875
3.04E-05,4.69875,-0.009375
3.06E-05,4.69969,-0.015625
3.08E-05,4.70656,-0.0315625
3.10E-05,4.7,-0.0296875
3.12E-05,4.71281,-0.01875
3.14E-05,4.70438,-0.03
3.16E-05,4.71687,-0.0234375
3.18E-05,4.70187,-0.031875
3.20E-05,4.69844,-0.0225
3.22E-05,4.69937,-0.020625
3.24E-05,4.69062,-0.0334375
3.26E-05,4.69906,0.06
3.28E-05,4.69281,-0.115
3.30E-05,4.70406,0.0084375
3.32E-05,4.70625,-0.025
3.34E-05,4.69688,-0.0109375
3.36E-05,4.69625,-0.0203125
3.38E-05,4.7,-0.029375
3.40E-05,4.71344,-0.0128125
3.42E-05,4.70781,-0.0284375
3.44E-05,4.69469,-0.0271875
3.46E-05,4.69156,-0.0240625
3.48E-05,4.69156,-0.0278125
3.50E-05,4.695,-0.023125
3.52E-05,4.70312,-0.025625
3.54E-05,4.69688,-0.0134375
3.56E-05,4.69344,-0.015625
3.58E-05,4.69344,-0.01125
3.60E-05,4.69375,-0.0278125
3.62E-05,4.70406,-0.0225
3.64E-05,4.70594,-0.015
3.66E-05,4.69281,-0.018125
3.68E-05,4.68969,-0.0240625
3.70E-05,4.69656,-0.02
3.72E-05,4.70094,-0.02125
3.74E-05,4.69594,-0.0165625
3.76E-05,4.69062,-0.0159375
3.78E-05,4.69937,-0.020625
3.80E-05,4.69375,-0.024375
3.82E-05,4.70375,-0.0328125
3.84E-05,4.70312,-0.0234375
3.86E-05,4.70656,-0.021875
3.88E-05,4.70094,-0.0253125
3.90E-05,4.6925,-0.0253125
3.92E-05,4.69062,-0.0590625
3.94E-05,4.70031,0.02375
3.96E-05,4.70125,-0.0353125
3.98E-05,4.70156,-0.0271875
4.00E-05,4.69437,-0.0271875
4.02E-05,4.68719,-0.03125
4.04E-05,4.70375,-0.0178125
4.06E-05,4.69719,-0.0259375
4.08E-05,4.70531,-0.0190625
4.10E-05,4.70562,-0.0278125
4.12E-05,4.70844,-0.0309375
4.14E-05,4.68938,-0.02625
4.16E-05,4.69594,-0.0259375
4.18E-05,4.69437,-0.0125
4.20E-05,2.76719,-0.071875
4.22E-05,-0.294375,-0.144687
4.24E-05,-0.231875,0.14375
4.26E-05,-0.26125,-0.0775
4.28E-05,-0.239375,0.0028125
4.30E-05,-0.2275,-0.026875
4.32E-05,-0.221563,-0.0253125
4.34E-05,-0.225625,-0.0284375
4.36E-05,-0.220625,-0.020625
4.38E-05,-0.205625,-0.023125
4.40E-05,-0.206875,-0.035625
4.42E-05,-0.215313,-0.0209375
4.44E-05,-0.203438,-0.0209375
4.46E-05,-0.21625,-0.0196875
4.48E-05,-0.21625,-0.0196875
4.50E-05,-0.20375,-0.021875
4.52E-05,-0.217812,-0.026875
4.54E-05,-0.207188,-0.02125
4.56E-05,-0.200938,-0.0178125
4.58E-05,-0.220938,-0.0371875
4.60E-05,-0.21375,-0.02875
4.62E-05,-0.209375,-0.0159375
4.64E-05,-0.224063,-0.0125
4.66E-05,-0.22,-0.025625
4.68E-05,-0.217812,-0.02
4.70E-05,-0.2175,-0.03125
4.72E-05,-0.225,-0.0228125
4.74E-05,-0.225938,-0.028125
4.76E-05,-0.213437,-0.0225
4.78E-05,-0.221563,-0.0225
4.80E-05,-0.216875,-0.01
4.82E-05,-0.214688,-0.024375
4.84E-05,-0.22125,-0.01375
4.86E-05,-0.216875,-0.000625
4.88E-05,-0.225625,-0.081875
4.90E-05,-0.231562,0.023125
4.92E-05,-0.226562,-0.003125
4.94E-05,-0.224687,-0.036875
4.96E-05,-0.232813,-0.008125
4.98E-05,-0.227187,-0.026875
5.00E-05,-0.224687,-0.0296875
5.02E-05,-0.22375,-0.0384375
5.04E-05,-0.227187,-0.0203125
5.06E-05,-0.230313,-0.0284375
5.08E-05,-0.228125,-0.0234375
5.10E-05,-0.232813,-0.0121875
5.12E-05,-0.234375,-0.025625
5.14E-05,-0.234063,-0.023125
5.16E-05,-0.236563,-0.0278125
5.18E-05,-0.196875,0.09625
5.20E-05,-0.268125,-0.195625
5.22E-05,-0.232188,0.0646875
5.24E-05,-0.23875,-0.0515625
5.26E-05,-0.240312,-0.023125
5.28E-05,-0.232813,-0.0225
5.30E-05,-0.2425,-0.0203125
5.32E-05,-0.235625,-0.035625
5.34E-05,-0.232188,-0.0278125
5.36E-05,-0.240312,-0.025625
5.38E-05,-0.23875,-0.02375
5.40E-05,-0.248438,-0.020625
5.42E-05,-0.236875,-0.035
5.44E-05,-0.235,-0.015625
5.46E-05,-0.235,-0.0228125
5.48E-05,-0.232188,-0.02
5.50E-05,-0.24,-0.0246875
5.52E-05,-0.237188,-0.0346875
5.54E-05,-0.233437,-0.0178125
5.56E-05,-0.231562,-0.0228125
5.58E-05,-0.239375,-0.0253125
5.60E-05,-0.235,-0.0175
5.62E-05,-0.23875,-0.0146875
5.64E-05,-0.231562,-0.0246875
5.66E-05,-0.234063,-0.02
5.68E-05,-0.226875,-0.035625
5.70E-05,-0.23,-0.01375
5.72E-05,-0.245,-0.0321875
5.74E-05,-0.235937,-0.0296875
5.76E-05,-0.233437,-0.0334375
5.78E-05,-0.240625,-0.0240625
5.80E-05,-0.235,-0.0259375
5.82E-05,-0.247187,-0.01875
5.84E-05,-0.235937,-0.09625
5.86E-05,-0.23,0.004375
5.88E-05,-0.235625,-0.0115625
5.90E-05,-0.240625,-0.0309375
5.92E-05,-0.232188,-0.03125
5.94E-05,-0.224063,-0.025625
5.96E-05,-0.235313,-0.03
5.98E-05,-0.231562,-0.0240625
6.00E-05,-0.225938,-0.0190625
6.02E-05,-0.235,-0.0303125
6.04E-05,-0.241563,-0.01625
6.06E-05,-0.233437,-0.0190625
6.08E-05,-0.228438,-0.0146875
6.10E-05,-0.233437,-0.021875
6.12E-05,-0.239375,-0.0284375
6.14E-05,-0.23375,-0.0365625
6.16E-05,-0.208438,0.0465625
6.18E-05,-0.261875,-0.12
6.20E-05,-0.231875,0.008125
6.22E-05,-0.228438,-0.0409375
6.24E-05,-0.23125,-0.0246875
6.26E-05,-0.238125,-0.0215625
6.28E-05,-0.2425,-0.0415625
6.30E-05,-0.228438,-0.038125
6.32E-05,-0.22625,-0.0409375
6.34E-05,-0.2325,-0.0353125
6.36E-05,-0.237812,-0.015625
6.38E-05,-0.234063,-0.035
6.40E-05,-0.235937,-0.031875
6.42E-05,-0.235313,-0.023125
6.44E-05,-0.225625,-0.03
6.46E-05,-0.239375,-0.0240625
6.48E-05,-0.234688,-0.0315625
6.50E-05,-0.235,-0.01625
6.52E-05,-0.23875,-0.051875
6.54E-05,-0.23125,-0.0296875
6.56E-05,-0.234063,-0.0246875
6.58E-05,-0.239063,-0.0259375
6.60E-05,-0.235625,-0.034375
6.62E-05,-0.228438,-0.05
6.64E-05,-0.245625,-0.030625
6.66E-05,-0.233437,-0.033125
6.68E-05,-0.2375,-0.024375
6.70E-05,-0.215313,-0.0303125
6.72E-05,-0.2275,-0.0271875
6.74E-05,-0.23,-0.04
6.76E-05,-0.2375,-0.0396875
6.78E-05,-0.231875,-0.029375
6.80E-05,-0.230625,-0.028125
6.82E-05,-0.232813,-0.053125
6.84E-05,-0.230625,0.004375
6.86E-05,-0.225313,-0.0359375
6.88E-05,-0.2225,-0.0284375
6.90E-05,-0.229375,-0.0271875
6.92E-05,-0.2275,-0.0253125
6.94E-05,-0.219063,-0.0371875
6.96E-05,-0.229375,-0.0390625
6.98E-05,-0.22625,-0.033125
7.00E-05,-0.2275,-0.0278125
7.02E-05,-0.22875,-0.0253125
7.04E-05,-0.221563,-0.0334375
7.06E-05,-0.227813,-0.0359375
7.08E-05,-0.226875,-0.033125
7.10E-05,-0.228125,-0.0290625
7.12E-05,-0.23875,-0.138437
7.14E-05,-0.213437,0.131563
7.16E-05,-0.2425,-0.0959375
7.18E-05,-0.23375,-0.0221875
7.20E-05,-0.22625,-0.0303125
7.22E-05,-0.231562,-0.04375
7.24E-05,-0.225625,-0.036875
7.26E-05,-0.220938,-0.04375
7.28E-05,-0.230938,-0.0334375
7.30E-05,-0.225313,-0.0246875
7.32E-05,-0.231875,-0.03625
7.34E-05,-0.23125,-0.035
7.36E-05,-0.23625,-0.028125
7.38E-05,-0.224687,-0.03
7.40E-05,-0.225,-0.0425
7.42E-05,-0.232188,-0.0375
7.44E-05,-0.235625,-0.0325
7.46E-05,-0.222187,-0.0259375
7.48E-05,-0.2275,-0.0325
7.50E-05,-0.228438,-0.02625
7.52E-05,-0.217188,-0.0240625
7.54E-05,-0.23375,-0.0315625
7.56E-05,-0.229375,-0.0371875
7.58E-05,-0.23125,-0.02875
7.60E-05,-0.228438,-0.0271875
7.62E-05,-0.224375,-0.02375
7.64E-05,-0.225,-0.03875
7.66E-05,-0.226562,-0.0346875
7.68E-05,-0.23,-0.031875
7.70E-05,-0.2275,-0.035
7.72E-05,-0.237188,-0.0371875
7.74E-05,-0.229688,-0.033125
7.76E-05,-0.226875,-0.005
7.78E-05,-0.23625,-0.0940625
7.80E-05,-0.225938,0.0065625
7.82E-05,-0.23125,-0.035
7.84E-05,-0.215937,-0.04125
7.86E-05,-0.235937,-0.04375
7.88E-05,-0.238125,-0.0396875
7.90E-05,-0.219063,-0.036875
7.92E-05,-0.23125,-0.038125
7.94E-05,-0.239688,-0.0325
7.96E-05,-0.236563,-0.033125
7.98E-05,-0.236875,-0.024375
8.00E-05,-0.23375,-0.0290625
8.02E-05,-0.22875,-0.04
8.04E-05,-0.22375,-0.0340625
8.06E-05,-0.222187,-0.0325
8.08E-05,-0.224063,0.109063
8.10E-05,-0.23875,-0.225312
8.12E-05,-0.229062,0.0334375
8.14E-05,-0.245,-0.04375
8.16E-05,-0.2375,-0.0490625
8.18E-05,-0.235313,-0.02875
8.20E-05,-0.24125,-0.0396875
8.22E-05,-0.229375,-0.029375
8.24E-05,-0.221563,-0.0309375
8.26E-05,-0.22875,-0.02625
8.28E-05,-0.160312,-0.02
8.30E-05,0.640937,-0.0121875
8.32E-05,1.51344,-0.025
8.34E-05,2.34156,-0.0275
8.36E-05,3.00812,-0.0159375
8.38E-05,3.53688,-0.013125
8.40E-05,3.90562,-0.01
8.42E-05,4.16812,-0.01875
8.44E-05,4.34156,-0.029375
8.46E-05,4.46125,-0.0215625
8.48E-05,4.53656,-0.0359375
8.50E-05,4.58688,-0.0409375
8.52E-05,4.60844,-0.0321875
8.54E-05,4.63969,-0.0296875
8.56E-05,4.63781,-0.041875
8.58E-05,4.64781,-0.03375
8.60E-05,4.66812,-0.0359375
8.62E-05,4.67469,-0.043125
8.64E-05,4.67125,-0.035
8.66E-05,4.67031,-0.033125
8.68E-05,4.67469,-0.0290625
8.70E-05,4.6775,-0.03375
8.72E-05,4.675,-0.0165625
8.74E-05,4.69906,-0.0790625
8.76E-05,4.68063,0.005
8.78E-05,4.69594,-0.003125
8.80E-05,4.67656,-0.0328125
8.82E-05,4.69625,-0.0253125
8.84E-05,4.68344,-0.018125
8.86E-05,4.6825,-0.0246875
8.88E-05,4.68406,-0.03
8.90E-05,4.69844,-0.023125
8.92E-05,4.68406,-0.0371875
8.94E-05,4.70156,-0.03
8.96E-05,4.6975,-0.0403125
8.98E-05,4.69156,-0.031875
9.00E-05,4.68562,-0.0325
9.02E-05,4.70531,-0.044375
9.04E-05,4.70406,-0.0259375
9.06E-05,4.69937,0.0071875
9.08E-05,4.7075,-0.0621875
9.10E-05,4.69562,-0.031875
9.12E-05,4.71531,-0.0215625
9.14E-05,4.70469,-0.043125
9.16E-05,4.69688,-0.03
9.18E-05,4.70469,-0.03875
9.20E-05,4.70406,-0.035
9.22E-05,4.70625,-0.0390625
9.24E-05,4.70406,-0.03
9.26E-05,4.69906,-0.0415625
9.28E-05,4.71594,-0.0325
9.30E-05,4.7175,-0.0325
9.32E-05,4.70812,-0.0384375
9.34E-05,4.71344,-0.03875
9.36E-05,4.70344,-0.036875
9.38E-05,4.71563,-0.0378125
9.40E-05,4.70531,-0.0278125
9.42E-05,4.71469,-0.038125
9.44E-05,4.70375,-0.030625
9.46E-05,4.71344,-0.041875
9.48E-05,4.69906,-0.0540625
9.50E-05,4.70656,-0.0465625
9.52E-05,4.7,-0.0471875
9.54E-05,4.70812,-0.0478125
9.56E-05,4.70719,-0.0409375
9.58E-05,4.70969,-0.04625
9.60E-05,4.71406,-0.035
9.62E-05,4.6975,-0.0375
9.64E-05,4.70531,-0.03875
9.66E-05,4.71063,-0.0403125
9.68E-05,4.7225,-0.05875
9.70E-05,4.71375,-0.0040625
9.72E-05,4.7,-0.101875
9.74E-05,4.71031,-0.0059375
9.76E-05,4.71937,-0.0340625
9.78E-05,4.7075,-0.0453125
9.80E-05,4.70969,-0.0403125
9.82E-05,4.715,-0.0353125
9.84E-05,4.71625,-0.0259375
9.86E-05,4.70594,-0.041875
9.88E-05,4.7075,-0.03875
9.90E-05,4.71063,-0.0434375
9.92E-05,4.71031,-0.026875
9.94E-05,4.71125,-0.0365625
9.96E-05,4.70219,-0.03375
9.98E-05,4.71312,-0.0453125
1.00E-04,4.70844,-0.034375
1.00E-04,4.71781,-0.0525
1.00E-04,4.70125,0.001875
1.01E-04,4.70937,-0.04125
1.01E-04,4.71281,-0.06125
1.01E-04,4.71375,-0.014375
1.01E-04,4.71531,-0.0378125
1.01E-04,4.6975,-0.0396875
1.02E-04,4.72094,-0.026875
1.02E-04,4.7125,-0.0290625
1.02E-04,4.72,-0.045625
1.02E-04,4.71625,-0.0371875
1.02E-04,4.69281,-0.0440625
1.03E-04,4.71531,-0.038125
1.03E-04,4.71687,-0.048125
1.03E-04,4.70719,-0.0321875
1.03E-04,4.71656,-0.031875
1.03E-04,4.6975,-0.034375
1.04E-04,4.70937,-0.0403125
1.04E-04,4.71625,-0.040625
1.04E-04,4.71469,-0.035
1.04E-04,4.70969,-0.0284375
1.04E-04,4.6975,-0.0315625
1.05E-04,4.70406,-0.03375
1.05E-04,4.70969,-0.03125
1.05E-04,4.71469,-0.02875
1.05E-04,4.70625,-0.0359375
1.05E-04,4.70063,-0.016875
1.06E-04,4.71781,-0.0278125
1.06E-04,4.7025,-0.035
1.06E-04,4.71687,-0.0246875
1.06E-04,4.7075,-0.0309375
1.06E-04,4.70688,-0.0396875
1.07E-04,4.69906,-0.011875
1.07E-04,4.70187,-0.079375
1.07E-04,4.70594,-0.0015625
1.07E-04,4.71063,-0.0459375
1.07E-04,4.71031,-0.0334375
1.08E-04,4.70562,-0.0421875
1.08E-04,4.71563,-0.039375
1.08E-04,4.70531,-0.0325
1.08E-04,4.70562,-0.028125
1.08E-04,4.71719,-0.0390625
1.09E-04,4.70812,-0.0340625
1.09E-04,4.70187,-0.0440625
1.09E-04,4.70063,-0.044375
1.09E-04,4.70156,-0.03875
1.09E-04,4.69813,-0.0365625
1.10E-04,4.70344,-0.041875
1.10E-04,4.70719,-0.122187
1.10E-04,4.70156,0.086875
1.10E-04,4.70469,-0.0815625
1.10E-04,4.69625,-0.0375
1.11E-04,4.71,-0.0209375
1.11E-04,4.70031,-0.0540625
1.11E-04,4.71094,-0.0246875
1.11E-04,4.70312,-0.031875
1.11E-04,4.71156,-0.0484375
1.12E-04,4.70719,-0.021875
1.12E-04,4.70281,-0.0390625
1.12E-04,4.705,-0.0490625
1.12E-04,4.71281,-0.0409375
1.12E-04,4.70531,-0.04375
1.13E-04,4.70969,-0.0434375
1.13E-04,4.72156,-0.0359375
1.13E-04,4.71531,-0.030625
1.13E-04,4.715,-0.0303125
1.13E-04,4.71156,-0.0453125
1.14E-04,4.71625,-0.034375
1.14E-04,4.71281,-0.02875
1.14E-04,4.7025,-0.033125
1.14E-04,4.71531,-0.0309375
1.14E-04,4.71344,-0.0403125
1.15E-04,4.7175,-0.0353125
1.15E-04,4.71031,-0.040625
1.15E-04,4.70219,-0.0446875
1.15E-04,4.70094,-0.03125
1.15E-04,4.71375,-0.035625
1.16E-04,4.71094,-0.029375
1.16E-04,4.71469,-0.034375
1.16E-04,4.70875,-0.0475
1.16E-04,4.71344,-0.0378125
1.16E-04,4.69813,-0.054375
1.17E-04,4.70969,-0.0121875
1.17E-04,4.70281,-0.0484375
1.17E-04,4.71469,-0.0428125
1.17E-04,4.70562,-0.03875
1.17E-04,4.7075,-0.0359375
1.18E-04,4.70531,-0.0296875
1.18E-04,4.70312,-0.0428125
1.18E-04,4.70625,-0.031875
1.18E-04,4.71125,-0.03625
1.18E-04,4.71875,-0.0390625
1.19E-04,4.71,-0.035625
1.19E-04,4.71312,-0.0309375
1.19E-04,4.71563,-0.0396875
1.19E-04,4.71125,-0.0346875
1.19E-04,4.69906,-0.11625
1.20E-04,4.71125,0.078125
1.20E-04,4.69625,-0.0940625
1.20E-04,4.71375,-0.004375
1.20E-04,4.7125,-0.049375
1.20E-04,4.70688,-0.0315625
1.21E-04,4.705,-0.0328125
1.21E-04,4.70125,-0.0375
1.21E-04,4.70594,-0.033125
1.21E-04,4.70719,-0.0303125
1.21E-04,4.69219,-0.03
1.22E-04,4.70187,-0.04625
1.22E-04,4.70344,-0.0453125
1.22E-04,4.70656,-0.055
1.22E-04,4.70125,-0.03625
1.22E-04,4.70438,-0.0378125
1.23E-04,4.7,-0.0415625
1.23E-04,4.70875,-0.0490625
1.23E-04,4.71188,-0.04375
1.23E-04,4.71438,-0.0390625
1.23E-04,4.71,-0.0359375
1.24E-04,4.70094,-0.035
1.24E-04,4.70531,-0.0378125
1.24E-04,4.70937,-0.044375
1.24E-04,4.69813,-0.0415625
1.24E-04,4.70469,-0.0353125
1.25E-04,4.70937,-0.0378125
1.25E-04,4.7125,-0.031875
1.25E-04,4.70562,-0.041875
1.25E-04,4.69844,-0.04
1.25E-04,4.70156,-0.0434375
1.26E-04,3.41156,-0.129375
1.26E-04,-0.279063,-0.0509375
1.26E-04,-0.2675,-0.006875
1.26E-04,-0.245,-0.0215625
1.26E-04,-0.243125,-0.04
1.27E-04,-0.236563,-0.0328125
1.27E-04,-0.219375,-0.0515625
1.27E-04,-0.20875,-0.03375
1.27E-04,-0.2125,-0.045625
1.27E-04,-0.212188,-0.045625
1.28E-04,-0.216563,-0.0396875
1.28E-04,-0.204687,-0.044375
1.28E-04,-0.205,-0.0315625
1.28E-04,-0.192813,-0.040625
1.28E-04,-0.20125,-0.041875
1.29E-04,-0.21,-0.04625
1.29E-04,-0.203438,-0.0340625
1.29E-04,-0.192188,0.026875
1.29E-04,-0.204687,-0.123437
1.29E-04,-0.211562,-0.0234375
1.30E-04,-0.205625,-0.0259375
1.30E-04,-0.208125,-0.0521875
1.30E-04,-0.205625,-0.044375
1.30E-04,-0.216875,-0.053125
1.30E-04,-0.211562,-0.0434375
1.31E-04,-0.219375,-0.0434375
1.31E-04,-0.219688,-0.035
1.31E-04,-0.220625,-0.028125
1.31E-04,-0.220938,-0.0384375
1.31E-04,-0.221875,-0.04875
1.32E-04,-0.234688,-0.04625
1.32E-04,-0.233437,-0.0453125
1.32E-04,-0.225313,-0.038125
1.32E-04,-0.22875,-0.0484375
1.32E-04,-0.228438,-0.053125
1.33E-04,-0.224063,-0.0303125
1.33E-04,-0.225938,-0.043125
1.33E-04,-0.234063,-0.0465625
1.33E-04,-0.230625,-0.04625
1.33E-04,-0.227813,-0.0396875
1.34E-04,-0.236563,-0.041875
1.34E-04,-0.237812,-0.0446875
1.34E-04,-0.238438,-0.0334375
1.34E-04,-0.224063,-0.0359375
1.34E-04,-0.225313,-0.050625
1.35E-04,-0.229688,-0.0415625
1.35E-04,-0.235625,-0.0525
1.35E-04,-0.236563,-0.034375
1.35E-04,-0.227187,-0.059375
1.35E-04,-0.229688,-0.085625
1.36E-04,-0.22625,0.015
1.36E-04,-0.242188,-0.015
1.36E-04,-0.2375,-0.05375
1.36E-04,-0.223125,-0.0384375
1.36E-04,-0.234375,-0.036875
1.37E-04,-0.234375,-0.0425
1.37E-04,-0.244375,-0.0378125
1.37E-04,-0.239063,-0.0371875
1.37E-04,-0.229688,-0.0415625
1.37E-04,-0.237188,-0.0309375
1.38E-04,-0.228125,-0.0421875
1.38E-04,-0.229375,-0.035
1.38E-04,-0.229062,-0.0475
1.38E-04,-0.240625,-0.0390625
1.38E-04,-0.239063,-0.0371875
1.39E-04,-0.212188,0.040625
1.39E-04,-0.265313,-0.15125
1.39E-04,-0.224063,0.005625
1.39E-04,-0.217188,-0.0603125
1.39E-04,-0.22625,-0.0371875
1.40E-04,-0.23625,-0.0303125
1.40E-04,-0.227187,-0.0571875
1.40E-04,-0.228438,-0.0434375
1.40E-04,-0.227813,-0.0396875
1.40E-04,-0.225938,-0.0303125
1.41E-04,-0.235937,-0.041875
1.41E-04,-0.228438,-0.03375
1.41E-04,-0.235625,-0.0459375
1.41E-04,-0.236563,-0.041875
1.41E-04,-0.2375,-0.05125
1.42E-04,-0.221875,-0.0478125
1.42E-04,-0.236875,-0.0484375
1.42E-04,-0.232188,-0.0515625
1.42E-04,-0.2375,-0.0390625
1.42E-04,-0.229375,-0.0453125
1.43E-04,-0.2275,-0.0325
