Model,DPO4034,x
Firmware Version,2.1,x
,,x
Point Format,Y,x
Horizontal Units,S,x
Horizontal Scale,0.0002,x
Sample Interval,2.00E-07,x
Record Length,10000,x
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,2
Label,,
TIME,CH1,CH2
3.95E-04,-0.220312,4.86
3.96E-04,-0.24,4.8575
3.96E-04,-0.23,4.85344
3.96E-04,-0.2275,4.84719
3.96E-04,-0.235,4.85219
3.96E-04,-0.234375,4.85781
3.97E-04,-0.233437,4.855
3.97E-04,-0.22875,4.86313
3.97E-04,-0.245938,4.8275
3.97E-04,-0.229375,4.90062
3.97E-04,-0.236875,4.855
3.98E-04,-0.228125,4.85031
3.98E-04,-0.234063,4.85125
3.98E-04,-0.229375,4.85406
3.98E-04,-0.233125,4.84781
3.98E-04,-0.222187,4.86625
3.99E-04,-0.22375,4.86344
3.99E-04,-0.229062,4.85
3.99E-04,-0.229062,4.85875
3.99E-04,-0.239375,4.85531
3.99E-04,-0.229062,4.86281
4.00E-04,-0.224687,4.85906
4.00E-04,-0.237188,4.86688
4.00E-04,-0.236875,4.86
4.00E-04,-0.247187,4.76969
4.00E-04,-0.219688,5.00281
4.01E-04,-0.242812,4.80563
4.01E-04,-0.239375,4.87094
4.01E-04,-0.237812,4.85031
4.01E-04,-0.230313,4.86438
4.01E-04,-0.23,4.8625
4.02E-04,-0.2325,4.85344
4.02E-04,-0.233125,4.85906
4.02E-04,-0.227187,4.84719
4.02E-04,-0.235625,4.88
4.02E-04,-0.23,4.85844
4.03E-04,-0.235625,4.85281
4.03E-04,-0.239063,4.85594
4.03E-04,-0.234375,4.85813
4.03E-04,-0.237812,4.86031
4.03E-04,-0.230625,4.87063
4.04E-04,-0.233125,4.86344
4.04E-04,-0.22875,4.85469
4.04E-04,-0.22625,4.85875
4.04E-04,-0.22625,4.86688
4.04E-04,-0.22875,4.85719
4.05E-04,-0.23125,4.86813
4.05E-04,-0.2325,4.85375
4.05E-04,-0.21875,4.85188
4.05E-04,-0.218438,4.86625
4.05E-04,-0.229688,4.85969
4.06E-04,-0.237812,4.86781
4.06E-04,-0.224687,4.86
4.06E-04,-0.2275,4.87531
4.06E-04,-0.222187,4.85438
4.06E-04,-0.23625,4.82188
4.07E-04,-0.235937,4.8875
4.07E-04,-0.227187,4.86969
4.07E-04,-0.2375,4.85406
4.07E-04,-0.230313,4.86
4.07E-04,-0.225313,4.85969
4.08E-04,-0.227813,4.85531
4.08E-04,-0.2325,4.85438
4.08E-04,-0.236563,4.86063
4.08E-04,-0.224375,4.85875
4.08E-04,-0.223125,4.86063
4.09E-04,-0.214063,4.85688
4.09E-04,-0.225625,4.86125
4.09E-04,-0.220312,4.85562
4.09E-04,-0.220938,4.84719
4.09E-04,-0.224063,4.86156
4.10E-04,-0.21875,4.99781
4.10E-04,-0.22875,4.67625
4.10E-04,-0.22,4.91438
4.10E-04,-0.233125,4.83594
4.10E-04,-0.231875,4.84313
4.11E-04,-0.23125,4.86375
4.11E-04,-0.23375,4.85719
4.11E-04,-0.226875,4.86125
4.11E-04,-0.2325,4.86313
4.11E-04,-0.240938,4.86219
4.12E-04,-0.233437,4.85781
4.12E-04,-0.232188,4.86531
4.12E-04,-0.22625,4.87094
4.12E-04,-0.233437,4.86625
4.12E-04,-0.2225,4.85562
4.13E-04,-0.2225,4.85875
4.13E-04,-0.229062,4.86781
4.13E-04,-0.21625,4.87031
4.13E-04,-0.221875,4.86937
4.13E-04,-0.229062,4.8625
4.14E-04,-0.224687,4.84813
4.14E-04,-0.228438,4.8575
4.14E-04,-0.226562,4.86188
4.14E-04,-0.227187,4.86
4.14E-04,-0.22125,4.86781
4.15E-04,-0.229062,4.85125
4.15E-04,-0.224687,4.86188
4.15E-04,-0.245313,4.86375
4.15E-04,-0.2375,4.85781
4.15E-04,-0.219375,4.84906
4.16E-04,-0.229062,4.86063
4.16E-04,-0.237812,4.80563
4.16E-04,-0.23125,4.895
4.16E-04,-0.232188,4.86969
4.16E-04,-0.222813,4.85375
4.17E-04,-0.217812,4.86219
4.17E-04,-0.235313,4.86156
4.17E-04,-0.231562,4.86625
4.17E-04,-0.234688,4.85906
4.17E-04,0.205937,4.95625
4.18E-04,1.17,5.07094
4.18E-04,2.02469,5.12063
4.18E-04,2.75937,5.13313
4.18E-04,3.33625,5.10906
4.18E-04,3.75812,5.07
4.19E-04,4.06469,5.03063
4.19E-04,4.26656,4.99844
4.19E-04,4.41344,4.96687
4.19E-04,4.50437,4.98938
4.19E-04,4.56281,4.84063
4.20E-04,4.60469,4.91688
4.20E-04,4.625,4.88406
4.20E-04,4.64656,4.88656
4.20E-04,4.65437,4.88219
4.20E-04,4.66281,4.8825
4.21E-04,4.67406,4.87625
4.21E-04,4.66906,4.86844
4.21E-04,4.67656,4.8725
4.21E-04,4.67687,4.86125
4.21E-04,4.67313,4.87
4.22E-04,4.6775,4.86656
4.22E-04,4.68281,4.86469
4.22E-04,4.70281,4.86406
4.22E-04,4.7025,4.86094
4.22E-04,4.69813,4.87219
4.23E-04,4.68875,4.85719
4.23E-04,4.69219,4.85844
4.23E-04,4.69937,4.86719
4.23E-04,4.71563,4.86063
4.23E-04,4.70969,4.86313
4.24E-04,4.69844,4.86688
4.24E-04,4.71094,4.85719
4.24E-04,4.70937,4.85406
4.24E-04,4.7175,4.86813
4.24E-04,4.70781,4.86313
4.25E-04,4.70531,4.86937
4.25E-04,4.71063,4.86688
4.25E-04,4.7,4.87312
4.25E-04,4.70094,4.83719
4.25E-04,4.70344,4.87469
4.26E-04,4.71344,4.88844
4.26E-04,4.7125,4.86656
4.26E-04,4.70562,4.86625
4.26E-04,4.70219,4.86156
4.26E-04,4.71687,4.87813
4.27E-04,4.71125,4.86031
4.27E-04,4.69969,4.86625
4.27E-04,4.70688,4.85594
4.27E-04,4.70844,4.85969
4.27E-04,4.70469,4.85875
4.28E-04,4.71781,4.85375
4.28E-04,4.70875,4.85406
4.28E-04,4.71625,4.86313
4.28E-04,4.72531,4.86031
4.28E-04,4.71656,4.86063
4.29E-04,4.72562,4.86563
4.29E-04,4.7125,4.88625
4.29E-04,4.72531,4.82188
4.29E-04,4.70656,4.86406
4.29E-04,4.7125,4.85
4.30E-04,4.72531,4.84531
4.30E-04,4.71438,4.86844
4.30E-04,4.71656,4.85031
4.30E-04,4.71125,4.85406
4.30E-04,4.70844,4.86781
4.31E-04,4.7075,4.86031
4.31E-04,4.71,4.85406
4.31E-04,4.72063,4.86563
4.31E-04,4.72125,4.85469
4.31E-04,4.70812,4.85813
4.32E-04,4.71531,4.85906
4.32E-04,4.71469,4.85375
4.32E-04,4.71281,4.85219
4.32E-04,4.72,4.86063
4.32E-04,4.71625,4.85562
4.33E-04,4.71937,4.85562
4.33E-04,4.71531,4.85344
4.33E-04,4.7175,4.86188
4.33E-04,4.71687,4.86937
4.33E-04,4.72438,4.85969
4.34E-04,4.71813,4.85938
4.34E-04,4.72125,4.86281
4.34E-04,4.7025,4.87656
4.34E-04,4.71031,4.86781
4.34E-04,4.7075,4.86344
4.35E-04,4.72625,4.85219
4.35E-04,4.70094,4.82406
4.35E-04,4.71844,4.89
4.35E-04,4.71156,4.87125
4.35E-04,4.71063,4.85969
4.36E-04,4.7175,4.86625
4.36E-04,4.71594,4.86563
4.36E-04,4.71563,4.85688
4.36E-04,4.70906,4.86094
4.36E-04,4.71406,4.86813
4.37E-04,4.71063,4.86156
4.37E-04,4.70937,4.86781
4.37E-04,4.70562,4.86688
4.37E-04,4.70281,4.86531
4.37E-04,4.70344,4.85469
4.38E-04,4.71937,4.865
4.38E-04,4.70594,4.85594
4.38E-04,4.715,4.81688
4.38E-04,4.69781,4.92
4.38E-04,4.71781,4.82938
4.39E-04,4.715,4.85094
4.39E-04,4.71375,4.86531
4.39E-04,4.71844,4.85562
4.39E-04,4.72813,4.86375
4.39E-04,4.70688,4.86719
4.40E-04,4.71344,4.86219
4.40E-04,4.70719,4.86281
4.40E-04,4.70719,4.86625
4.40E-04,4.70531,4.84594
4.40E-04,4.69906,4.85719
4.41E-04,4.71344,4.86344
4.41E-04,4.71031,4.86813
4.41E-04,4.09938,2.19938
4.41E-04,4.02594,0.0634375
4.41E-04,4.33906,0.043125
4.42E-04,4.495,0.0553125
4.42E-04,4.57188,0.0509375
4.42E-04,4.625,0.06125
4.42E-04,4.675,0.0703125
4.42E-04,4.6875,0.06875
4.43E-04,4.70312,0.071875
4.43E-04,4.69281,0.07875
4.43E-04,4.69844,0.0853125
4.43E-04,4.69656,0.075625
4.43E-04,4.70594,0.07375
4.44E-04,4.70719,0.0734375
4.44E-04,4.695,0.0675
4.44E-04,4.70312,0.074375
4.44E-04,4.69719,0.03
4.44E-04,4.71563,0.102813
4.45E-04,4.7075,0.0825
4.45E-04,4.70906,0.0590625
4.45E-04,4.71625,0.0609375
4.45E-04,4.70656,0.0584375
4.45E-04,4.70688,0.058125
4.46E-04,4.70875,0.0521875
4.46E-04,4.70031,0.0559375
4.46E-04,4.69906,0.059375
4.46E-04,4.69688,0.04375
4.46E-04,4.70844,0.0465625
4.47E-04,4.70937,0.05625
4.47E-04,4.70156,0.0378125
4.47E-04,4.69844,0.05625
4.47E-04,4.7125,0.0409375
4.47E-04,4.70281,0.173125
4.48E-04,4.70156,-0.145937
4.48E-04,4.70469,0.0984375
4.48E-04,4.70688,0.0240625
4.48E-04,4.70719,0.0353125
4.48E-04,4.70875,0.0409375
4.49E-04,4.71344,0.0371875
4.49E-04,4.71094,0.03625
4.49E-04,4.69437,0.0465625
4.49E-04,4.70031,0.0365625
4.49E-04,4.70469,0.0434375
4.50E-04,4.70438,0.0215625
4.50E-04,4.70562,0.0315625
4.50E-04,4.71063,0.02375
4.50E-04,4.71281,0.0340625
4.50E-04,4.70719,0.0365625
4.51E-04,4.69375,0.033125
4.51E-04,4.71188,0.0165625
4.51E-04,4.71438,0.0275
4.51E-04,4.70125,0.0328125
4.51E-04,4.71406,0.025
4.52E-04,4.70562,0.0303125
4.52E-04,4.70156,0.020625
4.52E-04,4.69719,0.03375
4.52E-04,4.69969,0.0309375
4.52E-04,4.70562,0.0478125
4.53E-04,4.70656,0.0346875
4.53E-04,4.70438,0.025625
4.53E-04,4.7025,0.0265625
4.53E-04,4.71188,0.024375
4.53E-04,4.70063,0.019375
4.54E-04,4.70344,-0.020625
4.54E-04,4.70438,0.07125
4.54E-04,4.70719,0.0640625
4.54E-04,4.70438,0.02375
4.54E-04,4.71375,0.0275
4.55E-04,4.70594,0.0259375
4.55E-04,4.70781,0.0171875
4.55E-04,4.71375,0.028125
4.55E-04,4.70406,0.0215625
4.55E-04,4.69625,0.0159375
4.56E-04,4.70656,0.028125
4.56E-04,4.70344,0.03
4.56E-04,4.69813,0.02
4.56E-04,4.70094,0.0203125
4.56E-04,4.6975,0.0159375
4.57E-04,4.7025,0.030625
4.57E-04,4.70031,0.030625
4.57E-04,4.71156,0.106875
4.57E-04,4.68969,-0.075625
4.57E-04,4.70812,0.0628125
4.58E-04,4.70812,0.00125
4.58E-04,4.70688,0.0275
4.58E-04,4.71063,0.0278125
4.58E-04,4.70781,0.0203125
4.58E-04,4.71188,0.0146875
4.59E-04,4.70125,0.019375
4.59E-04,4.70688,0.019375
4.59E-04,4.70812,0.02
4.59E-04,4.71781,0.021875
4.59E-04,4.69813,0.0303125
4.60E-04,4.69813,0.004375
4.60E-04,4.70688,0.0240625
4.60E-04,4.71531,0.0246875
4.60E-04,0.780625,-0.0309375
4.60E-04,-0.261875,0.0275
4.61E-04,-0.259688,0.016875
4.61E-04,-0.240312,0.0225
4.61E-04,-0.228438,0.02
4.61E-04,-0.220312,0.0034375
4.61E-04,-0.2125,0.0153125
4.62E-04,-0.216563,0.0046875
4.62E-04,-0.20125,0.005625
4.62E-04,-0.21,0.0296875
4.62E-04,-0.19375,0.015625
4.62E-04,-0.205,0.0109375
4.63E-04,-0.197188,0.0171875
4.63E-04,-0.207813,0.0146875
4.63E-04,-0.214375,0.0090625
4.63E-04,-0.214063,-0.02625
4.63E-04,-0.2,0.0515625
4.64E-04,-0.207188,0.0221875
4.64E-04,-0.2075,0.015625
4.64E-04,-0.20625,0.004375
4.64E-04,-0.209375,0.0275
4.64E-04,-0.216875,0.0303125
4.65E-04,-0.211562,0.0178125
4.65E-04,-0.2175,0.0246875
4.65E-04,-0.213125,0.0096875
4.65E-04,-0.219375,0.015625
4.65E-04,-0.22625,0.016875
4.66E-04,-0.21625,0.01125
4.66E-04,-0.224063,0.01625
4.66E-04,-0.218438,0.02
4.66E-04,-0.218125,0.023125
4.66E-04,-0.223125,-0.0209375
4.67E-04,-0.201563,0.0946875
4.67E-04,-0.231875,-0.0246875
4.67E-04,-0.222813,0.0384375
4.67E-04,-0.23125,0.01125
4.67E-04,-0.22625,0.0296875
4.68E-04,-0.224063,0.015
4.68E-04,-0.215313,0.0234375
4.68E-04,-0.231875,0.0115625
4.68E-04,-0.230625,0.0259375
4.68E-04,-0.234063,0.0153125
4.69E-04,-0.231562,0.0178125
4.69E-04,-0.242812,0.0134375
4.69E-04,-0.234688,0.0121875
4.69E-04,-0.232188,0.02375
4.69E-04,-0.237188,0.0178125
4.70E-04,-0.230938,0.020625
4.70E-04,-0.242812,0.01375
4.70E-04,-0.218125,0.0240625
4.70E-04,-0.228125,0.03375
4.70E-04,-0.231875,0.013125
4.71E-04,-0.227813,0.019375
4.71E-04,-0.221563,0.01
4.71E-04,-0.223125,0.01625
4.71E-04,-0.2325,0.015625
4.71E-04,-0.229688,0.0215625
4.72E-04,-0.228438,0.0146875
4.72E-04,-0.230938,0.020625
4.72E-04,-0.226875,0.0065625
4.72E-04,-0.234063,0.01125
4.72E-04,-0.238438,0.0046875
4.73E-04,-0.234688,-0.0178125
4.73E-04,-0.23625,0.0528125
4.73E-04,-0.232188,0.0078125
4.73E-04,-0.235937,0.006875
4.73E-04,-0.246875,0.0071875
4.74E-04,-0.229062,0.0078125
4.74E-04,-0.23625,0.018125
4.74E-04,-0.250313,0.005625
4.74E-04,-0.23875,0.0015625
4.74E-04,-0.231562,0.005625
4.75E-04,-0.231562,0.00125
4.75E-04,-0.249062,0.014375
4.75E-04,-0.239688,0.0040625
4.75E-04,-0.229688,0.0065625
4.75E-04,-0.22875,-0.0034375
4.76E-04,-0.23875,0.015
4.76E-04,-0.236563,-0.0834375
4.76E-04,-0.210625,0.156563
4.76E-04,-0.24,-0.053125
4.76E-04,-0.235,0.0384375
4.77E-04,-0.235937,0.0034375
4.77E-04,-0.238125,0.0003125
4.77E-04,-0.23,0.00375
4.77E-04,-0.240938,-0.005
4.77E-04,-0.246563,0.0146875
4.78E-04,-0.251562,0.008125
4.78E-04,-0.233125,0.0134375
4.78E-04,-0.241563,-0.0003125
4.78E-04,-0.23875,0.0040625
4.78E-04,-0.221875,-0.00125
4.79E-04,-0.243125,0.0090625
4.79E-04,-0.240312,0.0046875
4.79E-04,-0.241563,0.0015625
4.79E-04,-0.23,0.0025
4.79E-04,-0.239375,0.0053125
4.80E-04,-0.23125,0.00375
4.80E-04,-0.235937,-0.00875
4.80E-04,-0.239063,0.013125
4.80E-04,-0.224375,0.005
4.80E-04,-0.241875,0.006875
4.81E-04,-0.242812,-0.0015625
4.81E-04,-0.237812,0.001875
4.81E-04,-0.241875,0.0115625
4.81E-04,-0.224063,0.0165625
4.81E-04,-0.220312,0.006875
4.82E-04,-0.231562,0.0015625
4.82E-04,-0.23375,-0.045
4.82E-04,-0.23,0.044375
4.82E-04,-0.20875,0.0228125
4.82E-04,-0.234688,-0.00375
4.83E-04,-0.221563,-0.004375
4.83E-04,-0.23625,0.0134375
4.83E-04,-0.243438,0.001875
4.83E-04,-0.220938,-0.003125
4.83E-04,-0.230313,-0.0090625
4.84E-04,-0.229375,0.0075
4.84E-04,-0.23125,-0.0028125
4.84E-04,-0.240625,-0.008125
4.84E-04,-0.235313,0.003125
4.84E-04,-0.225625,0.0065625
4.85E-04,-0.231875,0.0059375
4.85E-04,-0.230625,0.006875
4.85E-04,-0.234688,-0.0790625
4.85E-04,-0.215313,0.1225
4.85E-04,-0.2375,-0.0459375
4.86E-04,-0.235,0.008125
4.86E-04,-0.224375,0.011875
4.86E-04,-0.231875,-0.0028125
4.86E-04,-0.2375,0.009375
4.86E-04,-0.225,0.003125
4.87E-04,-0.232188,0.00875
4.87E-04,-0.224687,0.003125
4.87E-04,-0.225313,-0.005625
4.87E-04,-0.240625,0.0078125
4.87E-04,-0.230313,0.0009375
4.88E-04,-0.230625,0
4.88E-04,-0.22625,-0.005
4.88E-04,-0.230313,0.00875
4.88E-04,-0.238438,0.0015625
4.88E-04,-0.226562,0.005
4.89E-04,-0.232188,-0.001875
4.89E-04,-0.216875,0.0003125
4.89E-04,-0.235625,0.0015625
4.89E-04,-0.234375,-0.0009375
4.89E-04,-0.225625,-0.0003125
4.90E-04,-0.224063,-0.0096875
4.90E-04,-0.229062,-0.0003125
4.90E-04,-0.2275,-0.0084375
4.90E-04,-0.227187,0.0053125
4.90E-04,-0.238125,-0.014375
4.91E-04,-0.2275,-0.00125
4.91E-04,-0.231562,0.00375
4.91E-04,-0.236875,-0.0390625
4.91E-04,-0.226562,0.0415625
4.91E-04,-0.2275,0.0015625
4.92E-04,-0.225313,-0.02625
4.92E-04,-0.241563,-0.0084375
4.92E-04,-0.235937,-0.00125
4.92E-04,-0.226562,-0.0034375
4.92E-04,-0.23625,-0.010625
4.93E-04,-0.230625,-0.0178125
4.93E-04,-0.220312,-0.0075
4.93E-04,-0.221563,-0.005
4.93E-04,-0.228125,-0.005625
4.93E-04,-0.2325,-0.01
4.94E-04,-0.219688,-0.0071875
4.94E-04,-0.231562,0.0015625
4.94E-04,-0.229375,-0.0009375
4.94E-04,-0.2225,-0.095625
4.94E-04,-0.2,0.142188
4.95E-04,-0.245313,-0.060625
4.95E-04,-0.222813,0.011875
4.95E-04,-0.232188,-0.0115625
4.95E-04,-0.218438,-0.0115625
4.95E-04,-0.230313,-0.00875
4.96E-04,-0.229375,-0.0046875
4.96E-04,-0.22375,-0.01
4.96E-04,-0.219688,-0.0128125
4.96E-04,-0.219688,-0.0040625
4.96E-04,-0.240625,-0.0034375
4.97E-04,-0.229688,0.00625
4.97E-04,-0.230625,-0.0096875
4.97E-04,-0.22625,0.0021875
4.97E-04,-0.2225,-0.006875
4.97E-04,-0.223125,-0.010625
4.98E-04,-0.22,-0.01625
4.98E-04,-0.22875,-0.008125
4.98E-04,-0.229062,0.0034375
4.98E-04,-0.233125,0.00125
4.98E-04,-0.237188,-0.000625
4.99E-04,-0.229375,-0.0059375
4.99E-04,-0.230938,-0.005625
4.99E-04,-0.235,0.001875
4.99E-04,-0.22375,-0.0103125
4.99E-04,-0.233437,-0.0075
5.00E-04,-0.220938,-0.0096875
5.00E-04,-0.23125,-0.011875
5.00E-04,-0.225625,-0.015625
5.00E-04,-0.227813,-0.044375
5.00E-04,-0.226562,0.0375
5.01E-04,-0.212188,0.0059375
5.01E-04,-0.23,-0.0128125
5.01E-04,0.105625,-0.0125
5.01E-04,1.01656,0.0134375
5.01E-04,1.88156,0.005625
5.02E-04,2.62781,-0.0046875
5.02E-04,3.24406,-0.005
5.02E-04,3.70344,-0.003125
5.02E-04,4.02531,-0.0084375
5.02E-04,4.2475,-0.004375
5.03E-04,4.38969,-0.001875
5.03E-04,4.49375,-0.003125
5.03E-04,4.55687,-0.006875
5.03E-04,4.59375,-0.005625
5.03E-04,4.62937,-0.045625
5.04E-04,4.6625,0.0578125
5.04E-04,4.64656,-0.0503125
5.04E-04,4.65937,0.005
5.04E-04,4.65563,-0.008125
5.04E-04,4.67469,-0.01
5.05E-04,4.66969,-0.0140625
5.05E-04,4.67094,-0.0103125
5.05E-04,4.68469,-0.0003125
5.05E-04,4.68594,-0.02
5.05E-04,4.69313,0.0034375
5.06E-04,4.68,-0.0115625
5.06E-04,4.68938,-0.0225
5.06E-04,4.68781,-0.0096875
5.06E-04,4.68875,-0.0115625
5.06E-04,4.69062,-0.0196875
5.07E-04,4.69719,-0.00375
5.07E-04,4.68781,-0.01375
5.07E-04,4.70719,-0.0065625
5.07E-04,4.69406,-0.008125
5.07E-04,4.68719,-0.0271875
5.08E-04,4.6925,-0.0203125
5.08E-04,4.69906,-0.0125
5.08E-04,4.69875,-0.0109375
5.08E-04,4.70594,-0.021875
5.08E-04,4.70031,-0.01375
5.09E-04,4.69125,-0.02125
5.09E-04,4.70875,-0.0090625
5.09E-04,4.69688,-0.0159375
5.09E-04,4.70094,-0.0221875
5.09E-04,4.70156,-0.0690625
5.10E-04,4.69219,0.0278125
5.10E-04,4.71125,-0.0246875
5.10E-04,4.715,-0.0290625
5.10E-04,4.71188,-0.0278125
5.10E-04,4.7075,-0.0140625
5.11E-04,4.71687,-0.0109375
5.11E-04,4.70406,-0.0071875
5.11E-04,4.70969,-0.0184375
5.11E-04,4.71438,-0.0153125
5.11E-04,4.71438,-0.010625
5.12E-04,4.70812,-0.02625
5.12E-04,4.71063,-0.01
5.12E-04,4.72281,-0.0215625
5.12E-04,4.71281,-0.015
5.12E-04,4.70688,-0.0128125
5.13E-04,4.70187,-0.01
5.13E-04,4.705,-0.0103125
5.13E-04,4.70281,-0.0328125
5.13E-04,4.71063,0.0075
5.13E-04,4.7025,-0.025625
5.14E-04,4.71875,-0.0078125
5.14E-04,4.72562,-0.011875
5.14E-04,4.71031,-0.0146875
5.14E-04,4.72094,-0.0015625
5.14E-04,4.70438,-0.0165625
5.15E-04,4.72156,-0.020625
5.15E-04,4.70937,-0.0171875
5.15E-04,4.71813,-0.0134375
5.15E-04,4.71,-0.008125
5.15E-04,4.72469,-0.0190625
5.16E-04,4.71656,-0.0178125
5.16E-04,4.70812,-0.015
5.16E-04,4.69875,-0.0171875
5.16E-04,4.71719,-0.0115625
5.16E-04,4.71125,-0.0190625
5.17E-04,4.70937,-0.0140625
5.17E-04,4.70875,-0.013125
5.17E-04,4.70219,-0.0128125
5.17E-04,4.72344,-0.01375
5.17E-04,4.70375,-0.01375
5.18E-04,4.70156,-0.01625
5.18E-04,4.70844,-0.0134375
5.18E-04,4.71,-0.0084375
5.18E-04,4.70688,0.0065625
5.18E-04,4.71937,-0.0096875
5.19E-04,4.71125,-0.0509375
5.19E-04,4.70656,0.0153125
5.19E-04,4.71937,-0.01625
5.19E-04,4.7125,-0.01625
5.19E-04,4.70594,-0.03625
5.20E-04,4.70562,-0.018125
5.20E-04,4.72875,-0.019375
5.20E-04,4.71156,-0.0125
5.20E-04,4.72187,-0.01125
5.20E-04,4.71781,-0.0178125
5.21E-04,4.70438,-0.006875
5.21E-04,4.71094,-0.0146875
5.21E-04,4.71281,-0.0303125
5.21E-04,4.71719,-0.018125
5.21E-04,4.71969,-0.016875
5.22E-04,4.71438,-0.0159375
5.22E-04,4.70375,0.0440625
5.22E-04,4.69906,-0.085625
5.22E-04,4.7025,-0.0071875
5.22E-04,4.70937,-0.0109375
5.23E-04,4.69875,-0.0253125
5.23E-04,4.71031,-0.0103125
5.23E-04,4.71312,-0.01125
5.23E-04,4.71188,-0.01
5.23E-04,4.70312,-0.006875
5.24E-04,4.71281,-0.015625
5.24E-04,4.70187,-0.0196875
5.24E-04,4.70625,-0.021875
5.24E-04,4.70812,-0.02375
5.24E-04,4.70688,-0.0275
5.25E-04,4.7075,-0.0184375
5.25E-04,4.70406,-0.025625
5.25E-04,4.71719,-0.023125
5.25E-04,4.70094,-0.0290625
5.25E-04,4.7175,-0.0221875
5.26E-04,4.70375,-0.0284375
5.26E-04,4.7175,-0.024375
5.26E-04,4.70719,-0.0153125
5.26E-04,4.7175,-0.01375
5.26E-04,4.71281,-0.02875
5.27E-04,4.70375,-0.01375
5.27E-04,4.71625,-0.02375
5.27E-04,4.71,-0.024375
5.27E-04,4.70937,-0.014375
5.27E-04,4.70406,-0.02875
5.28E-04,4.7075,-0.018125
5.28E-04,4.70844,-0.06375
5.28E-04,4.7225,0.0165625
5.28E-04,4.7125,-0.00875
5.28E-04,4.70844,-0.0215625
5.29E-04,4.71188,-0.0321875
5.29E-04,4.7125,-0.0134375
5.29E-04,4.71375,-0.0346875
5.29E-04,4.71625,-0.0203125
5.29E-04,4.69937,-0.0246875
5.30E-04,4.71281,-0.0221875
5.30E-04,4.7025,-0.0153125
5.30E-04,4.71438,-0.0146875
5.30E-04,4.71438,-0.0321875
5.30E-04,4.70906,-0.00875
5.31E-04,4.70187,-0.02
5.31E-04,4.71656,-0.0215625
5.31E-04,4.71,0.0578125
5.31E-04,4.71094,-0.125625
5.31E-04,4.71031,0.001875
5.32E-04,4.71063,-0.018125
5.32E-04,4.69781,-0.0390625
5.32E-04,4.69875,-0.021875
5.32E-04,4.70844,-0.03125
5.32E-04,4.70844,-0.0190625
5.33E-04,4.70594,-0.0109375
5.33E-04,4.71344,-0.0228125
5.33E-04,4.71156,-0.016875
5.33E-04,4.70937,-0.0171875
5.33E-04,4.71031,-0.025625
5.34E-04,4.72281,-0.030625
5.34E-04,4.72375,-0.025625
5.34E-04,4.71531,-0.0303125
5.34E-04,4.7075,-0.015
5.34E-04,4.70625,-0.0103125
5.35E-04,4.70937,-0.01375
5.35E-04,4.70375,-0.0221875
5.35E-04,4.7125,-0.0240625
5.35E-04,4.705,-0.024375
5.35E-04,4.70719,-0.01375
5.36E-04,4.69937,-0.0296875
5.36E-04,4.70063,-0.0321875
5.36E-04,4.70156,-0.0340625
5.36E-04,4.71156,-0.0278125
5.36E-04,4.70562,-0.024375
5.37E-04,4.70844,-0.0275
5.37E-04,4.70594,-0.0209375
5.37E-04,4.7,-0.05875
5.37E-04,4.69969,0.0234375
5.37E-04,4.70281,-0.0153125
5.38E-04,4.72,-0.03
5.38E-04,4.69844,-0.0278125
5.38E-04,4.70812,-0.0075
5.38E-04,4.68688,-0.040625
5.38E-04,4.70063,-0.01625
5.39E-04,4.70156,-0.0234375
5.39E-04,4.70594,-0.031875
5.39E-04,4.70031,-0.0159375
5.39E-04,4.70906,-0.0215625
5.39E-04,4.70812,-0.0234375
5.40E-04,4.70844,-0.0259375
5.40E-04,4.69813,-0.0228125
5.40E-04,4.71,-0.0184375
5.40E-04,4.70469,0.055
5.40E-04,4.69469,-0.135625
5.41E-04,4.70625,0.013125
5.41E-04,4.70969,-0.0225
5.41E-04,4.70031,-0.0240625
5.41E-04,4.71125,-0.01875
5.41E-04,4.71094,-0.0246875
5.42E-04,4.70937,-0.025
5.42E-04,4.70875,-0.020625
5.42E-04,4.69594,-0.021875
5.42E-04,4.71719,-0.0284375
5.42E-04,4.69781,-0.0209375
5.43E-04,4.70063,-0.0221875
5.43E-04,4.69469,-0.0190625
5.43E-04,4.70219,-0.0203125
5.43E-04,4.71094,-0.026875
5.43E-04,4.70906,-0.02625
5.44E-04,4.70375,-0.038125
5.44E-04,1.275,-0.0740625
5.44E-04,-0.2725,-0.015625
5.44E-04,-0.24875,-0.0325
5.44E-04,-0.255313,-0.019375
5.45E-04,-0.22625,-0.0240625
5.45E-04,-0.224375,-0.029375
5.45E-04,-0.215,-0.025
5.45E-04,-0.2075,-0.025625
5.45E-04,-0.205938,-0.0078125
5.46E-04,-0.195625,-0.0321875
5.46E-04,-0.201875,-0.015625
5.46E-04,-0.204687,-0.0346875
5.46E-04,-0.208438,-0.0728125
5.46E-04,-0.214688,0.0090625
5.47E-04,-0.195937,-0.0253125
5.47E-04,-0.2,-0.0259375
5.47E-04,-0.209062,-0.0275
5.47E-04,-0.204063,-0.0296875
5.47E-04,-0.19625,-0.0278125
5.48E-04,-0.206875,-0.0309375
5.48E-04,-0.210313,-0.030625
5.48E-04,-0.210313,-0.0303125
5.48E-04,-0.209062,-0.020625
5.48E-04,-0.204687,-0.03125
